id,target_grammar_id,target_usage_index,type,question,options,correct_index,explanation
GT_N4_097_03,N4_097,0,CHOICE,具合[ぐあい]が悪[わる]いので、今日[きょう]は早[はや]く＿＿ください。,"[""帰らせて"", ""帰って"", ""帰るように"", ""帰さなくて""]",0,文意：身体不舒服，请准许我早点回家。考点：归らせてください。
GT_N4_097_04,N4_097,0,CHOICE,すみませんが、そこに車[くるま]を＿＿ください。,"[""止めさせて"", ""止めて"", ""止めなければ"", ""止めるに""]",0,文意：不好意思，请允许我把车停在那儿。考点：使役形＋てください。
GT_N4_097_05,N4_097,0,CHOICE,自分[じぶん]の意見[いけん]を＿＿ください。,"[""言わせて"", ""言って"", ""言わなくて"", ""言うように""]",0,文意：请让我说说自己的意见。考点：使役形＋てください。
GT_N4_098_01,N4_098,0,CHOICE,「田中[たなか]先生は＿＿か。」「はい、あちらの部屋[へや]にいます。」,"[""いらっしゃいます"", ""いらっしゃいました"", ""いらっしゃる"", ""いらっしゃれ""]",0,文意：“田中老师在吗？”“是的，在那个房间。”考点：いらっしゃる为いる的尊他语。
GT_N4_098_02,N4_098,0,CHOICE,「鈴木[すずき]様[さま]は、どちらに＿＿ますか。」「あちらの方[ほう]にいます。」,"[""いらっしゃい"", ""き"", ""おいで"", ""まいり""]",0,文意：“铃木先生（在那儿）？”考点：いらしゃいます。
GT_N4_098_03,N4_098,0,CHOICE,「何か質問[しつもん]のある方[かた]は＿＿か。」,"[""いらっしゃいません"", ""いりません"", ""ありません"", ""できません""]",0,文意：“有哪位需要提问吗？”考点：いらっしゃいませんか。
GT_N4_098_04,N4_098,0,CHOICE,田中先生、こちらへ＿＿ませんか。,"[""いらっしゃい"", ""き"", ""まいり"", ""伺い""]",0,文意：田中老师，您来这边吗？（邀请）考点：いらっしゃいませんか表示请对方来。
GT_N4_098_05,N4_098,0,CHOICE,明日はどちらへ＿＿ますか。,"[""いらっしゃい"", ""まいり"", ""おり"", ""し""]",0,文意：明天您要去哪儿？考点：いらっしゃる也可表示“去”。
GT_N4_099_01,N4_099,0,CHOICE,「もう鈴木[すずき]さんは＿＿ましたか。」「はい、さきほど着[つ]きました。」,"[""お見えになり"", ""きまし"", ""まいり"", ""おいでになり""]",0,文意：“铃木先生已经来了吗？”“是的，刚才到了。”考点：お見えになる为来る的尊他语。
GT_N4_099_02,N4_099,0,CHOICE,お客様[きゃくさま]が＿＿ましたので、お茶[ちゃ]を淹[い]れましょう。,"[""お見えになり"", ""お見えして"", ""お見せになり"", ""お見えだ""]",0,文意：客人来了，沏茶吧。考点：お见えになる。
GT_N4_099_03,N4_099,0,CHOICE,部長[ぶちょう]が＿＿ましたら、お知らせください。,"[""お見えになり"", ""お見えして"", ""お見を"", ""き""]",0,文意：部长如果来了的话，请告知。考点：お见えになる。
GT_N4_099_04,N4_099,0,CHOICE,今日[きょう]はどちらから＿＿ましたか。,"[""お見えになり"", ""き"", ""見て"", ""いらっしゃい""]",0,文意：今天您是从哪儿来的？考点：お见えになる。
GT_N4_099_05,N4_099,0,CHOICE,先生[せんせい]がまもなく＿＿ます。,"[""お見えになり"", ""いらっしゃい"", ""まいり"", ""き""]",0,文意：老师马上就到。考点：お见えになる。
GT_N4_100_01,N4_100,0,CHOICE,「先生[せんせい]はいつ＿＿ますか。」「もう少しで到着[とうちゃく]します。」,"[""おいでになり"", ""おいでし"", ""おいでだ"", ""まいり""]",0,文意：“老师什么时候来？”“快到了。”考点：おいでになる为くる/いく/いる的尊他语。
GT_N4_100_02,N4_100,0,CHOICE,明日はどちらへ＿＿ますか。,"[""おいでになり"", ""まいり"", ""いらっしゃい"", ""おり""]",0,文意：明天您打算去哪儿？考点：おいでになる可表示“去”。
GT_N4_100_03,N4_100,0,CHOICE,先生は教室[きょうしつ]に＿＿ますか。,"[""おいでになり"", ""おいでだ"", ""あります"", ""まいり""]",0,文意：老师在教室吗？考点：おいでになる可表示“在”。
GT_N4_100_04,N4_100,0,CHOICE,休暇[きゅうか]はどちらへ＿＿ましたか。,"[""おいでになり"", ""おいでし"", ""おいて"", ""いらっしゃれ""]",0,文意：休假您去哪儿了？考点：おいでになる。
GT_N4_100_05,N4_100,0,CHOICE,いつからこちらへ＿＿ますか。,"[""おいでになり"", ""まいり"", ""おり"", ""いらっしゃい""]",0,文意：什么时候您（在这儿/到这儿）？考点：おいでになる。
GT_N4_101_01,N4_101,0,CHOICE,鈴木[すずき]さんは、どちらから＿＿ましたか。,"[""お越しになり"", ""おいでになり"", ""いらっしゃい"", ""まいり""]",0,文意：铃木先生是从哪儿来的？考点：お越しになる为くる的尊他语。
GT_N4_101_02,N4_101,0,CHOICE,「奥様[おくさま]も一緒[いっしょ]に＿＿ましたか。」「いえ、家[うち]にいます。」,"[""お越しになり"", ""いらっしゃい"", ""まいり"", ""おいでになり""]",0,文意：“夫人也一同来了吗？”“不，她在家。”考点：お越しになる。
GT_N4_101_03,N4_101,0,CHOICE,遠[とお]いところを、よく＿＿ました。,"[""お越しになり"", ""お越しし"", ""お越しになりて"", ""お越しだ""]",0,文意：远道而来，真是太感谢了（欢迎词）。考点：お越しになる。
GT_N4_101_04,N4_101,0,CHOICE,先生[せんせい]がまもなくこちらへ＿＿ます。,"[""お越しになり"", ""お越しし"", ""まいり"", ""いらっしゃれ""]",0,文意：老师马上就到这儿。考点：お越しになる。
GT_N4_101_05,N4_101,0,CHOICE,今日[きょう]はどちらから＿＿ましたか。,"[""お越しになり"", ""き"", ""まいり"", ""いらっしゃい""]",0,文意：今天您是从哪儿来的？考点：お越しになる。
GT_N4_102_01,N4_102,0,CHOICE,「ご意見[いけん]がある方[かた]は＿＿ください。」,"[""おっしゃって"", ""申して"", ""言って"", ""なさって""]",0,文意：有意见的请说出来。考点：おっしゃる为言う的尊他语。
GT_N4_102_02,N4_102,0,CHOICE,「お名前[なまえ]は何[なん]と＿＿ますか。」「田中[たなか]と申[もう]します。」,"[""おっしゃい"", ""いい"", ""おっしゃり"", ""おっしゃる""]",0,文意：“您怎么称呼？”“我叫田中。”考点：おっしゃる的ます形为おっしゃいます。
GT_N4_102_03,N4_102,0,CHOICE,田中さんは何[なん]と＿＿ましたか。,"[""おっしゃい"", ""おっしゃり"", ""申し"", ""いい""]",0,文意：田中先生说什么了？（对对方或第三方的尊敬）考点：おっしゃいました。
GT_N4_102_04,N4_102,0,CHOICE,部長[ぶちょう]が「もう帰[かえ]ってもいい」と＿＿ました。,"[""おっしゃい"", ""おっしゃり"", ""申し"", ""き""]",0,文意：部长说明已经可以回去了。考点：おっしゃる。
GT_N4_102_05,N4_102,0,CHOICE,先生、もう一度[いちど]＿＿てくださいませんか。,"[""おっしゃっ"", ""申し"", ""言っ"", ""お聞き""]",0,文意：老师，请您再说一遍好吗？考点：おっしゃる。
GT_N4_103_01,N4_103,0,CHOICE,「先生は山下[やました]さんの住所[じゅうしょ]を＿＿ですか。」,"[""ご存知"", ""ご存知し"", ""ご存知なり"", ""ご存知い""]",0,文意：老师知道山下住在哪儿吗？考点：ご存知です为知っている的尊他语。
GT_N4_103_02,N4_103,0,CHOICE,「あの方[かた]を＿＿ですか。」「ええ、よく知[し]っています。」,"[""ご存知"", ""ご存知だ"", ""存じて"", ""知り""]",0,文意：“您认识那位吗？”“是的，很面熟。”考点：ご存知＋です/ですか。
GT_N4_103_03,N4_103,0,CHOICE,「あのニュースを＿＿ですか。」「はい、先ほどテレビで見ました。」,"[""ご存知"", ""存じて"", ""お知り"", ""分かって""]",0,文意：“您知道那个新闻吗？”考点：ご存知ですか。
GT_N4_103_04,N4_103,0,CHOICE,皆様[みなさま]も＿＿のとおり、今日[きょう]は特別[とくべつ]な日です。,"[""ご存知"", ""ご存知し"", ""存知"", ""お知らせ""]",0,文意：正如各位所知，今天是个特别的日子。考点：ご存知。
GT_N4_103_05,N4_103,0,CHOICE,この歌[うた]を＿＿ですか。,"[""ご存知"", ""存じて"", ""お聞き"", ""お歌い""]",0,文意：您知道这首歌吗？考点：ご存知ですか。
GT_N4_104_01,N4_104,0,CHOICE,「中川[なかがわ]さんが描[か]いた絵[え]を＿＿ましたか。」,"[""ご覧になり"", ""ご覧し"", ""拝見し"", ""見え""]",0,文意：您看中川画的画了吗？考点：ご覧になる为見る的尊他语。
GT_N4_104_02,N4_104,0,CHOICE,「もうこの雑誌[ざっし]は＿＿ましたか。」「はい、さきほど読み終わりました。」,"[""ご覧になり"", ""お読みし"", ""見せてい"", ""お読みだ""]",0,文意：“已经看过这本杂志了吗？”考点：ご覧になる也可表示尊贵的“读”。
GT_N4_104_03,N4_104,0,CHOICE,先生[せんせい]が私の論文[ろんぶん]を＿＿ました。,"[""ご覧になり"", ""拝見し"", ""見てくれ"", ""見せ""]",0,文意：老师看了我的论文。考点：ご覧になる。
GT_N4_104_04,N4_104,0,CHOICE,昨夜[さくや]のテレビを＿＿ましたか。,"[""ご覧になり"", ""拝見し"", ""いらっしゃい"", ""きまし""]",0,文意：昨晚的电视您看了吗？考点：ご覧になる。
GT_N4_104_05,N4_104,0,CHOICE,こちらの資料[しりょう]を＿＿ながら、お聞きください。,"[""ご覧になり"", ""見てい"", ""拝見し"", ""いらっしゃる""]",0,文意：请边看这份资料边听。考点：ご覧になりながら。
GT_N4_105_01,N4_105,0,CHOICE,「添付[てんぷ]ファイルを＿＿ください。」,"[""ご覧"", ""ご覧に"", ""拝見"", ""見て""]",0,文意：请看附件。考点：ご覧ください为見てください的尊他形式。
GT_N4_105_02,N4_105,0,CHOICE,「詳[くわ]しくはこちらを＿＿ください。」,"[""ご覧"", ""お読み"", ""ご覧に"", ""見て""]",0,文意：详情请看此处。考点：ご覧ください。
GT_N4_105_03,N4_105,0,CHOICE,「テレビのニュースを＿＿ください。」,"[""ご覧"", ""拝見"", ""見てい"", ""いらっしゃい""]",0,文意：请看电视新闻。考点：ご覧ください。
GT_N4_105_04,N4_105,0,CHOICE,「お手元[てもと]の資料[しりょう]を＿＿ください。」,"[""ご覧"", ""お読み"", ""ご覧に"", ""お気に""]",0,文意：请看手边的资料。考点：ご覧ください。
GT_N4_105_05,N4_105,0,CHOICE,「地図[ちず]を＿＿ください。ここが今[いま]いる場所[ばしょ]です。」,"[""ご覧"", ""拝見"", ""お読み"", ""いらっしゃい""]",0,文意：请看地图。这儿是现在所在的位置。考点：ご覧ください。
GT_N4_106_01,N4_106,0,CHOICE,奥様[おくさま]、素敵[すてき]な着物[きもの]を＿＿いますね。,"[""お召しになって"", ""着て"", ""召し上がって"", ""お見えになって""]",0,文意：夫人，您穿的这身和服真漂亮。考点：召す作为“穿”的尊他语。
GT_N4_106_02,N4_106,0,CHOICE,「冷[つめ]たいお飲[の]み物[もの]を＿＿か。」,"[""お召しになります"", ""召します"", ""召し上がられます"", ""飲みます""]",0,文意：“您要喝点冷饮吗？”考点：召す为“喝”的尊他语。
GT_N4_106_03,N4_106,0,CHOICE,どうぞ、梅酒[うめしゅ]を＿＿ください。,"[""お召しになって"", ""お召しをして"", ""召して"", ""お飲みして""]",0,文意：请喝梅酒。考点：召す。
GT_N4_106_04,N4_106,0,CHOICE,朝[あさ]ご飯[はん]はもう＿＿か。,"[""お召しになりました"", ""召しました"", ""お召ししました"", ""お召しだ""]",0,文意：早饭已经吃了吗？考点：召す为“吃”的尊他语。
GT_N4_106_05,N4_106,0,CHOICE,あの白[しろ]いドレスを＿＿いる方[かた]はどなたですか。,"[""お召しになって"", ""お着になりて"", ""お召しして"", ""召して""]",0,文意：穿着那件白色礼服的人是谁？考点：召す。
GT_N4_107_01,N4_107,0,CHOICE,部長[ぶちょう]、お酒[さけ]はどのくらい＿＿ますか。,"[""あがり"", ""飲み"", ""いただき"", ""なさっ""]",0,文意：部长，您能喝多少酒？考点：あがる为“喝”的尊他语。
GT_N4_107_02,N4_107,0,CHOICE,「先生[せんせい]は毎日[まいにち]お魚[さかな]を＿＿ますか。」,"[""あがり"", ""食べ"", ""いただき"", ""召し""]",0,文意：“老师每天都吃鱼吗？”考点：あがる为“吃”的尊他语。
GT_N4_107_03,N4_107,0,CHOICE,「どうぞ、果物[くだもの]を＿＿ください。」,"[""あがって"", ""召し"", ""食べて"", ""いただき""]",0,文意：“请吃点水果。”考点：あがる。
GT_N4_107_04,N4_107,0,CHOICE,お客様[きゃくさま]に「お茶[ちゃ]を＿＿ませんか」と聞[き]きました。,"[""あがり"", ""飲み"", ""いただき"", ""召し""]",0,文意：问客人“要喝点茶吗？”考点：あがる。
GT_N4_107_05,N4_107,0,CHOICE,田中先生[たなかせんせい]は、コーヒーを＿＿ますか。,"[""あがり"", ""いただき"", ""飲まれ"", ""お飲みになり""]",0,文意：田中老师喝咖啡吗？考点：あがる。
GT_N4_108_01,N4_108,0,CHOICE,どうぞ、温[あたた]かいうちに＿＿ください。,"[""お召し上がり"", ""召し上がって"", ""お食べになり"", ""あがり""]",0,文意：请趁热吃。考点：召し上がる为吃、喝的尊他语。注意句型「お～ください」。此处「召し上がる」本身已是敬语动词，对应「召し上がりください」的形式。
GT_N4_108_02,N4_108,0,CHOICE,ケーキを＿＿ください。,"[""召し上がって"", ""お召し上がって"", ""おあがり"", ""食べて""]",0,文意：请吃蛋糕。考点：召し上がる。
GT_N4_108_03,N4_108,0,CHOICE,先生[せんせい]は何[なに]か＿＿ましたか。,"[""召し上がり"", ""食べ"", ""いただき"", ""さしあげ""]",0,文意：老师吃过什么了吗？考点：召し上がる。
GT_N4_108_04,N4_108,0,CHOICE,ワインを＿＿か。,"[""召し上がります"", ""召し上げます"", ""いただきき"", ""あがりき""]",0,文意：要喝红酒吗？考点：召し上がる。
GT_N4_108_05,N4_108,0,CHOICE,こちらの料理[りょうり]も＿＿ください。,"[""お召し上がり"", ""召し上がって"", ""あがり"", ""食べて""]",0,文意：也请尝尝这道菜。考点：召し上がりください。
GT_N4_109_01,N4_109,0,CHOICE,部長[ぶちょう]は新[あたら]しい企画[きかく]についてお話[はな]し＿＿ました。,"[""なさい"", ""になり"", ""いたし"", ""ください""]",0,文意：部长谈论了新企划。考点：お＋ます形＋なさる，表示尊敬。
GT_N4_109_02,N4_109,0,CHOICE,事前[じぜん]にご予約[よやく]＿＿たほうがいいですよ。,"[""なかっ"", ""になっ"", ""いただい"", ""いたし""]",0,文意：最好提前预定哦。考点：ご＋サ变动词词干＋なさる。
GT_N4_109_03,N4_109,0,CHOICE,先生[せんせい]、お帰[かえ]り＿＿ますか。,"[""なさい"", ""になり"", ""いたし"", ""ください""]",0,文意：老师，您要回去了吗？考点：お～なさる。
GT_N4_109_04,N4_109,0,CHOICE,こちらで少々[しょうしょう]お待[ま]ち＿＿。,"[""なさいませ"", ""になりませ"", ""いたしませ"", ""くださいませ""]",0,文意：请在此稍等片刻。考点：お～なさい。
GT_N4_109_05,N4_109,0,CHOICE,課長[かちょう]がご説明[せつめい]＿＿ました。,"[""なさい"", ""になり"", ""いたし"", ""ください""]",0,文意：课长进行了说明。考点：ご～なさる。
GT_N4_110_01,N4_110,0,CHOICE,「こちらの椅子[いす]に＿＿お待[ま]ちください。」,"[""おかけになって"", ""おかけして"", ""かけられて"", ""おかけになられて""]",0,文意：请坐在这把椅子上等候。考点：お＋ます形＋になる，表示尊敬。
GT_N4_110_02,N4_110,0,CHOICE,「先生[せんせい]はもうお帰[かえ]り＿＿ました。」,"[""になり"", ""なさい"", ""いたし"", ""おき""]",0,文意：老师已经回去了。考点：お～になる。
GT_N4_110_03,N4_110,0,CHOICE,部長[ぶちょう]、そのニュースを＿＿ましたか。,"[""お聞きになり"", ""お聞きし"", ""聞かれ"", ""お聞きだ""]",0,文意：部长，您听到那个新闻了吗？考点：お～になる。
GT_N4_110_04,N4_110,0,CHOICE,まもなく社長[しゃちょう]がご到着[とうちゃく]＿＿ます。,"[""になり"", ""なさり"", ""いたし"", ""ください""]",0,文意：社长马上就到。考点：ご＋サ变动词词干＋になる。
GT_N4_110_05,N4_110,0,CHOICE,昨日[きのう]は何時[なんじ]に＿＿ましたか。,"[""お休みになり"", ""お休みし"", ""休まれ"", ""休みだっ""]",0,文意：昨天您几点休息的？考点：お～になる。
GT_N4_111_01,N4_111,0,CHOICE,「そちらの椅子[いす]に＿＿お待[ま]ちください。」,"[""おかけになって"", ""おかけして"", ""かけられて"", ""おかけだ""]",0,文意：请坐在那边的椅子上等候。考点：お＋ます形＋ください，表示尊敬。注意「おかけになっておまちください」是双重敬语常用形式，但此处题干已有「お待ちください」，所以前半部分应为「おかけになって」。
GT_N4_111_02,N4_111,0,CHOICE,「ご両親[りょうしん]にもどうぞよろしく＿＿ください。」,"[""お伝え"", ""伝えて"", ""申して"", ""お伝えに""]",0,文意：请务必代向您父母问好。考点：お＋ます形＋ください。
GT_N4_111_03,N4_111,0,CHOICE,「危[あぶ]ないですから、＿＿ください。」,"[""お下がり"", ""お下がって"", ""下がって"", ""下がらなくて""]",0,文意：很危险，请退后。考点：お＋ます形＋ください。
GT_N4_111_04,N4_111,0,CHOICE,「こちらに名前[なまえ]を＿＿ください。」,"[""お書き"", ""書いて"", ""お書きに"", ""ご記入""]",0,文意：请在此写下姓名。考点：お＋ます形＋ください。
GT_N4_111_05,N4_111,0,CHOICE,「どうぞ自由[じゆう]に＿＿ください。」,"[""ご覧"", ""お見"", ""見て"", ""お読み""]",0,文意：请随意看。注：此处虽然语法点是「お～ください」，但对于「見る」这种特殊敬语动词，由「ご覧ください」覆盖。改用「使う」：どうぞ自由[じゆう]に＿＿ください。
GT_N4_111_05_fixed,N4_111,0,CHOICE,どうぞ自由[じゆう]に＿＿ください。,"[""お使い"", ""使って"", ""ご使用"", ""使え""]",0,文意：请随意使用。考点：お＋ます形＋ください。
GT_N4_112_01,N4_112,0,CHOICE,佐藤さんは何時[なんじ]に＿＿ましたか。,"[""帰られ"", ""帰り"", ""帰らされ"", ""帰らせられ""]",0,文意：佐藤先生几点回去的？考点：被动形式（れる/られる）作尊敬语。
GT_N4_112_02,N4_112,0,CHOICE,部長[ぶちょう]は来週[らいしゅう]アメリカに＿＿そうです。,"[""行かれる"", ""行かされる"", ""行かれた"", ""行ける""]",0,文意：据说部长下周要去美国。考点：れる表示尊敬。
GT_N4_112_03,N4_112,0,CHOICE,先生は、毎朝[まいあさ]散歩[さんぽ]を＿＿ます。,"[""され"", ""し"", ""なさっ"", ""させられ""]",0,文意：老师每天早晨都去散步。考点：される表示尊敬。
GT_N4_112_04,N4_112,0,CHOICE,お客様[きゃくさま]は、どちらに＿＿ますか。,"[""来られ"", ""き"", ""来させられ"", ""来られ""]",0,文意：客人在哪儿？/客人来哪儿？考点：来られる表示尊敬。
GT_N4_112_05,N4_112,0,CHOICE,社長[しゃちょう]、もう新聞[しんぶん]を＿＿ましたか。,"[""読まれ"", ""読み"", ""読ませ"", ""読ませられ""]",0,文意：社长，您已经看过报纸了吗？考点：読まれる表示尊敬。
GT_N4_113_01,N4_113,0,CHOICE,ご指示[しじ]どおりに＿＿。,"[""いたします"", ""なさいます"", ""されます"", ""くださいます""]",0,文意：我会按照指示去办。考点：いたす为する的自谦语。
GT_N4_113_02,N4_113,0,CHOICE,「いかが＿＿ましょうか。」「では、お願[ねが]いします。」,"[""いたし"", ""なさり"", ""され"", ""ください""]",0,文意：“该怎么做好呢（自荐）？”考点：いたす。
GT_N4_113_03,N4_113,0,CHOICE,明日[あした]までにご連絡[れんらく]＿＿ます。,"[""いたし"", ""なさり"", ""させ"", ""いただき""]",0,文意：明天之前我会给您回复。考点：サ变动词词干＋いたす。
GT_N4_113_04,N4_113,0,CHOICE,はじめまして。田中[たなか]と＿＿。,"[""申します"", ""おっしゃいます"", ""いたします"", ""まいります""]",0,文意：初次见面。我叫田中。注：此处考查「申申す」。改：自己紹介[じこしょうかい]を＿＿。
GT_N4_113_04_fixed,N4_113,0,CHOICE,自己紹介[じこしょうかい]を＿＿ます。,"[""いたし"", ""なさり"", ""き"", ""申し""]",0,文意：我来做自我介绍。考点：いたす。
GT_N4_113_05,N4_113,0,CHOICE,お手伝[てつだ]い＿＿ましょうか。,"[""いたし"", ""なさり"", ""き"", ""申し""]",0,文意：我来帮您忙吧？考点：いたす。
GT_N4_114_01,N4_114,0,CHOICE,「鈴木さんはいますか。」「はい、あちらに＿＿ますよ。」,"[""おり"", ""いらっしゃり"", ""い"", ""おき""]",0,文意：“铃木在吗？”“是的，他在那边哦（指代己方人员或自谦）。”考点：おる为いる的自谦语。
GT_N4_114_02,N4_114,0,CHOICE,５時[ごじ]まで会社[かいしゃ]に＿＿ます。,"[""おり"", ""いらっしゃい"", ""いき"", ""い""]",0,文意：我到五点为止都在公司。考点：自谦语。
GT_N4_114_03,N4_114,0,CHOICE,日本[にほん]に何年[なんねん]も＿＿ました。,"[""おり"", ""いらっしゃり"", ""い"", ""まして""]",0,文意：我在日本待了很多年。考点：おる。
GT_N4_114_04,N4_114,0,CHOICE,今[いま]、外[そと]に＿＿ますので、少々[しょうしょう]お待ちください。,"[""おり"", ""いらっしゃい"", ""さしあげて"", ""き""]",0,文意：我现在在外面，请稍等片刻。考点：自谦语。
GT_N4_114_05,N4_114,0,CHOICE,父[ちち]は、今[いま]庭[にわ]におり＿＿。,"[""ます"", ""ますか"", ""ませ"", ""ますた""]",0,文意：我父亲现在在院子里。考点：自谦语。
GT_N4_115_01,N4_115,0,CHOICE,明日[あした]、先生[せんせい]のお宅[たく]に＿＿ます。,"[""参り"", ""いらっしゃい"", ""おいでになり"", ""まいっ""]",0,文意：明天我要去老师家拜访。考点：参る为いく/くる的自谦语。
GT_N4_115_02,N4_115,0,CHOICE,毎年[まいとし]必ず、おじいさんの墓[はか]に＿＿ます。,"[""参り"", ""おいでになり"", ""いらっしゃい"", ""まいっ""]",0,文意：每年我一定都会去给爷爷扫墓。考点：参る。
GT_N4_115_03,N4_115,0,CHOICE,「田中さんはいつ来[く]るの？」「すぐ＿＿ますよ。」,"[""参り"", ""いらっしゃい"", ""あがり"", ""おいでになり""]",0,文意：“田中（己方人员）什么时候到？”“马上就来哦。”考点：参る。
GT_N4_115_04,N4_115,0,CHOICE,ただいま＿＿ました。,"[""参り"", ""いきまし"", ""きまし"", ""伺い""]",0,文意：我现在过来了/到那儿了。考点：参る。
GT_N4_115_05,N4_115,0,CHOICE,北京[ぺきん]から＿＿ました、よろしくお願[ねが]いします。,"[""参り"", ""きまし"", ""いきまし"", ""いらっしゃい""]",0,文意：我是从北京过来的，请多关照。考点：参る。
GT_N4_116_01,N4_116,0,CHOICE,私[わたくし]は、中川[なかがわ]と＿＿。,"[""申します"", ""おっしゃいます"", ""いたします"", ""き""]",0,文意：我叫中川。考点：申す为言う的自谦语。
GT_N4_116_02,N4_116,0,CHOICE,父[ちち]がこのように＿＿おります。,"[""申して"", ""おっしゃって"", ""言って"", ""なさって""]",0,文意：我父亲说了这样的话（指代己方人员用自谦语）。考点：申す。
GT_N4_116_03,N4_116,0,CHOICE,先ほど部長[ぶちょう]が＿＿ましたことは、本当[ほんとう]です。,"[""申し"", ""おっしゃい"", ""いい"", ""なさっ""]",0,文意：刚才部长说的话是真的。注：此处考查对部长的尊敬，应使用尊他语。若此处为“我刚才对部长说的”，则用自谦。原句无主语明确针对，通常指对方尊长。改：先生[せんせい]にそのように＿＿ました。
GT_N4_116_03_fixed,N4_116,0,CHOICE,先生[せんせい]にそのように＿＿ました。,"[""申し"", ""おっしゃい"", ""き"", ""いい""]",0,文意：我这样对老师说了（对自己向上位者的行为自谦）。考点：申し。
GT_N4_116_04,N4_116,0,CHOICE,「お名前[なまえ]を教えてください。」「はい、山田[やまだ]と＿＿。」,"[""申します"", ""おっしゃいます"", ""いたします"", ""まいります""]",0,文意：“请告诉我姓名。”“好的，我叫山田。”考点：申します。
GT_N4_116_05,N4_116,0,CHOICE,こちらは課長[かちょう]の鈴木[すずき]が＿＿おります新[あたら]しいプランです。,"[""申して"", ""おっしゃって"", ""いらして"", ""まいって""]",0,文意：这是我司铃木课长提到的新计划。考点：申す（指代己方）。
GT_N4_117_01,N4_117,0,CHOICE,心[こころ]よりお詫[わ]び＿＿ます。,"[""申し上げ"", ""いたし"", ""願い"", ""いたします""]",0,文意：衷心地向您致歉。考点：申し上げます，用于谦恭地表达意愿或言语。
GT_N4_117_02,N4_117,0,CHOICE,一言[ひとこと]お礼[れい]を＿＿ます。,"[""申し上げ"", ""いい"", ""おっしゃい"", ""いたし""]",0,文意：请允许我向您道谢。考点：申し上げます。
GT_N4_117_03,N4_117,0,CHOICE,新年[しんねん]、お祝[いわ]いを＿＿ます。,"[""申し上げ"", ""いい"", ""いたし"", ""おり""]",0,文意：新年，向您献上祝福。考点：申し上げます。
GT_N4_117_04,N4_117,0,CHOICE,「この件[けん]に関[かん]して、私[わたくし]から＿＿ます。」,"[""申し上げ"", ""おっしゃい"", ""いたします"", ""あります""]",0,文意：关于这件事，由我来陈述。考点：申し上げます。
GT_N4_117_05,N4_117,0,CHOICE,「感謝[かんしゃ]の気持ちを＿＿ます。」,"[""申し上げ"", ""おっしゃい"", ""いい"", ""いたし""]",0,文意：向您致以感激之情。考点：申し上げます。
GT_N4_118_01,N4_118,0,CHOICE,「社長[しゃちょう]の電話[でんわ]番号[ばんごう]を＿＿ますか。」「はい、＿＿ます。」,"[""ご存知/存じてい"", ""知ってい/知ってい"", ""存じてい/ご存知"", ""分かって/分かっており""]",0,文意：“知道社长的号码吗？”“是的，我知道。”考点：ご存知是尊他，存じている是自谦。
GT_N4_118_02,N4_118,0,CHOICE,私[わたし]は先生[せんせい]のご住所[じゅうしょ]を＿＿ます。,"[""存じてい"", ""ご存知だ"", ""知っており"", ""わかって""]",0,文意：我知道老师的住址。考点：存じている。
GT_N4_118_03,N4_118,0,CHOICE,そのお名前[なまえ]はかねがね＿＿ました。,"[""存じており"", ""知りまし"", ""わかってい"", ""存じあげ""]",0,文意：那个名字我早有耳闻（知道）。考点：存じている。
GT_N4_118_04,N4_118,0,CHOICE,「明日[あした]の時間[じかん]、＿＿ますか。」「はい、大丈夫[だいじょうぶ]です。」,"[""存じてい"", ""わかって"", ""き"", ""ござい""]",0,文意：“明天的时间，您知道了吗？”/“我知道明天的时间。”考点：存じている。
GT_N4_118_05,N4_118,0,CHOICE,「このルールは＿＿ますか。」「はい、よくわかっております。」,"[""存じてい"", ""知り"", ""いたし"", ""おり""]",0,文意：“您知道这个规则吗？”“是的，我很清楚。”考点：存じている。
GT_N4_119_01,N4_119,0,CHOICE,「あの方[かた]のお名前[なまえ]は＿＿ますか。」「はい、よく＿＿おります。」,"[""ご存知/存じ上げて"", ""知ってい/知ってい"", ""存じ上げ/ご存知"", ""分かって/分かって""]",0,文意：“您知道那位姓名吗？”“是的，久仰大名。”考点：存じ上げる是用于人或物的高级自谦语。
GT_N4_119_02,N4_119,0,CHOICE,ますますご活躍[かつやく]のことと＿＿ます。,"[""存じ上げ"", ""おり"", ""し"", ""申し""]",0,文意：一直听闻您现在非常活跃。考点：存じ上げる。
GT_N4_119_03,N4_119,0,CHOICE,「田中様[さま]のことは、前[まえ]から＿＿おります。」,"[""存じ上げて"", ""知り"", ""申し"", ""き""]",0,文意：关于田中先生的事，我很久以前就知道了（常用于指人）。考点：存じ上げる。
GT_N4_119_04,N4_119,0,CHOICE,先生[せんせい]のお噂[うわさ]はかねがね＿＿おります。,"[""存じ上げて"", ""知り"", ""わかって"", ""おり""]",0,文意：老师的传闻我早有耳闻。考点：存じ上げる。
GT_N4_119_05,N4_119,0,CHOICE,「こちらの件[けん]、すでにご存知[そんじ]ですか。」「はい、＿＿ます。」,"[""存じ上げており"", ""知ってい"", ""いただき"", ""まいり""]",0,文意：“这件事您已经知道了吗？”“是的，我知道。”考点：存じ上げる。
